"ID","Personality_PSWQ_Concerns","Personality_RSTPQ_BIS","Personality_BISBAS_BIS","Personality_BFI_Anxiety","Covariate_Gender","Covariate_Age","Covariate_BDI_Depression","Covariate_BFI_Extraversion","Covariate_BFI_OpenMindedness","Covariate_BFI_Conscientiousness","Covariate_BFI_Agreeableness","Personality_Z_AV_notweighted","Personality_Z_AV_ItemNr","Personality_Z_AV_Reliability","Personality_PCA","Personality_FactorAnalysis"
"sub-EL06ZI07",37,38,2.71428571428571,3,1,23,NA,3.58333333333333,3.16666666666667,4.16666666666667,4.5,-0.610631678566425,-0.920652125709151,-0.64922847839118,"-20.3091314952801","-0.689280438302026"
"sub-EL07AS06",53,64,3.71428571428571,4.5,2,19,12,2.66666666666667,4,3.25,4,1.05959478221413,0.739760013442573,1.00997432180163,"9.53978818850707","1.03743941283909"
"sub-EL07EL14",53,67,3.28571428571429,3,2,25,7,3.83333333333333,4.16666666666667,4.33333333333333,4.58333333333333,0.469159555932734,0.592990851958169,0.487713270831991,"11.6281624585381","0.502572299053255"
"sub-EL07EL18",42,31,2.71428571428571,1.25,1,21,NA,4.08333333333333,3.91666666666667,4.5,4.41666666666667,-1.19255307820964,-1.21332930127131,-1.16313773598809,"-21.9062437471568","-1.17604604484715"
"sub-EL07ER11",37,53,3.28571428571429,3.75,1,21,NA,2.75,2.25,4.33333333333333,4.08333333333333,0.139080918443783,-0.200232554189581,0.0843730354446993,"-9.51723087098285","0.0115066784798763"
"sub-EL07ER12",34,52,2.85714285714286,2,2,25,9,3.58333333333333,3.91666666666667,3.91666666666667,4,-0.660877256065798,-0.581816636783279,-0.647458109931987,"-12.3924978132225","-0.752158282339925"
"sub-EL07OS14",40,69,2.14285714285714,3,2,20,NA,2.16666666666667,3.41666666666667,2.83333333333333,3.25,-0.213985473187014,0.0800049557301647,-0.200668502895914,"3.98468386540758","-0.255160671841354"
"sub-EL09PH03",33,47,2.28571428571429,2,2,20,2,1.91666666666667,3.08333333333333,3.91666666666667,4.5,-1.00936496724534,-0.90960705017667,-0.997932868645207,"-16.6869908832454","-1.08491947537595"
"sub-EM05AR01",26,37,1.85714285714286,1.75,2,28,1,3.41666666666667,3.83333333333333,4.25,4.66666666666667,-1.58387668244103,-1.54631945541938,-1.58202828430867,"-28.7462538065714","-1.69582741612556"
"sub-EN03EL10",57,70,3.71428571428571,4.25,2,28,12,2.5,2.91666666666667,3,3.25,1.1690446638186,1.01730700386275,1.1435312021071,"16.6159763357225","1.18774866068067"
"sub-EN03RL27",51,68,3.14285714285714,4,1,18,NA,2.58333333333333,3.25,2.91666666666667,3.25,0.703095123558536,0.645393584409642,0.68169719421861,"10.983362552346","0.696963567392366"
"sub-EN04AN25",61,62,2.71428571428571,3,1,23,NA,3.08333333333333,4.25,3.58333333333333,3.83333333333333,0.291828186146919,0.484280555548756,0.322427256119193,"13.5976172833715","0.423638522927482"
"sub-EN04AT01",37,53,2.14285714285714,2.25,1,20,NA,4,3.58333333333333,3.83333333333333,4.25,-0.802790582664065,-0.615172902269604,-0.785556137423845,"-9.59742246245051","-0.845010243247885"
"sub-EN04ER01",45,55,3.42857142857143,3.5,1,23,6,3.33333333333333,3.41666666666667,3.83333333333333,4.41666666666667,0.30939597383083,0.0710131325377566,0.278187657504759,"-2.52057285673547","0.255382618721759"
"sub-EN04ER14",66,75,3.28571428571429,4,2,29,22,1.91666666666667,3.83333333333333,2.58333333333333,3.91666666666667,1.17758773533473,1.28301975962668,1.18729714762379,"26.4444256095933","1.30061811702286"
"sub-EN04ND23",65,76,3.42857142857143,4.25,1,27,13,1.83333333333333,3.33333333333333,3.25,3.25,1.31442201031481,1.35099212177823,1.31242189538959,"26.4773699931501","1.41552686293144"
"sub-EN05AN02",37,59,2,1.75,1,27,NA,4.25,4.58333333333333,3.58333333333333,3.91666666666667,-0.906676709272438,-0.493112823604553,-0.860097511946524,"-5.31736276291902","-0.932456395870489"
"sub-EN05AN14",50,44,2.85714285714286,2.25,1,24,NA,4,3.25,4,4.33333333333333,-0.427149958545028,-0.440912175791883,-0.409302705001169,"-6.98237572678786","-0.374743757836677"
"sub-EN05AS10",30,36,2.28571428571429,1.75,1,21,5,4,3.08333333333333,3.75,4.75,-1.34898377715312,-1.38379835677642,-1.34686686250633,"-26.6681410155123","-1.44089736183832"
"sub-EN05ED14",37,49,2.28571428571429,3,1,29,8,2.75,3.25,3,4.25,-0.583603867819593,-0.643838018483963,-0.602992506814478,"-12.4353975584719","-0.649712536683799"
"sub-EN05EL30",34,37,2.28571428571429,1.75,2,21,4,4.33333333333333,4.66666666666667,2.33333333333333,4,-1.25432916899215,-1.25223278939602,-1.24465162556826,"-23.1673771847831","-1.30991659948367"
"sub-EN05ER08",31,33,2.14285714285714,1.75,2,27,10,4.08333333333333,3.66666666666667,3.16666666666667,4.41666666666667,-1.44485795628545,-1.49516226247183,-1.44360586815921,"-28.1261487498426","-1.52062886205023"
"sub-EN05IN18",55,64,2.71428571428571,3,2,26,NA,2.08333333333333,2.66666666666667,2.83333333333333,3.16666666666667,0.214894204745266,0.406620397223377,0.238786350439123,"10.8552259972758","0.290757399109716"
"sub-EN05KE12",23,37,1.71428571428571,1.25,2,30,0,2.75,3.5,3.33333333333333,4.33333333333333,-1.85632566142983,-1.70246584140748,-1.83775401112547,"-30.8548986700841","-1.97689417008546"
"sub-EN05KT02",42,48,3.28571428571429,3.25,2,23,NA,4.25,4.41666666666667,3.58333333333333,4.33333333333333,-0.0150185247956404,-0.299507929487387,-0.0486979696663165,"-9.63821601387604","-0.0813497748474727"
"sub-EN05LI05",59,68,3.14285714285714,3.5,2,24,15,2.75,3.5,3.33333333333333,3.41666666666667,0.698973409602452,0.790128047266349,0.709901412908271,"16.534294983926","0.779559138341109"
"sub-EN05NN13",56,58,3.28571428571429,4,1,26,11,4.08333333333333,3.91666666666667,3.58333333333333,3.25,0.671466930024575,0.458254756945425,0.643076692123717,"7.29910469849218","0.709721843748827"
"sub-EN05RG10",47,58,2.57142857142857,3,2,20,13,2.66666666666667,4.08333333333333,2.66666666666667,3.5,-0.107891685072047,-0.0264135049519251,-0.102868784694502,"0.982909402376493","-0.097307249196047"
"sub-EN05RT14",31,39,3.57142857142857,2.25,1,23,0,4.33333333333333,4.83333333333333,4,4.08333333333333,-0.585724722548711,-0.908816470373769,-0.61186162616181,"-23.7719957741085","-0.734300446528236"
"sub-EN05RT17",55,70,3.85714285714286,4,1,22,NA,2.75,2.83333333333333,3.41666666666667,4.25,1.11201576035178,0.976737085388392,1.0917622960687,"15.2191182674321","1.11325698356654"
"sub-EN05US05",23,43,2,1.5,2,24,2,2.91666666666667,2.83333333333333,3.33333333333333,4.16666666666667,-1.54841221859132,-1.40605185012236,-1.53491894649759,"-26.5383841539759","-1.68951067719585"
"sub-EN06AF24",57,66,3,3.75,2,23,7,3.58333333333333,4,2.75,4,0.642762581811228,0.664935771861666,0.639545953515163,"13.7136022329162","0.704901476039395"
"sub-EN06AN21",39,45,2.71428571428571,2.25,2,20,6,4.16666666666667,2.58333333333333,3.83333333333333,4.08333333333333,-0.676892100480659,-0.707596398138054,-0.673323522014191,"-13.9251660333097","-0.720237505684118"
"sub-EN06AS08",53,68,3,3,2,22,NA,3,4,3.41666666666667,3.75,0.369472316815743,0.560954955616923,0.392446104757999,"12.3376674887946","0.413883245411127"
"sub-EN06DO11",53,80,3.57142857142857,3.5,1,22,NA,3.41666666666667,3.16666666666667,3.33333333333333,3.5,0.985299202492766,1.15378293818716,0.99811623401375,"20.9706965210108","0.988650231190347"
"sub-EN06EF20",52,80,3.85714285714286,4.25,1,24,NA,1.66666666666667,2.83333333333333,4.91666666666667,3.5,1.31894521956665,1.27067835416685,1.29732799876943,"20.3075161478907","1.28184801502754"
"sub-EN06RS06",42,40,2.85714285714286,2.5,1,21,0,4,4.33333333333333,3.91666666666667,4.08333333333333,-0.57549907901921,-0.747434854096555,-0.585347436764395,"-15.4089667390198","-0.6015280368493"
"sub-EN06RT15",31,47,2.85714285714286,3,1,28,0,4.33333333333333,4.16666666666667,4,4.08333333333333,-0.498333617181439,-0.725819637124128,-0.53591733733345,"-18.0303728822224","-0.641552707339717"
"sub-EN07AN07",65,80,4,4.25,1,21,33,3.16666666666667,4.66666666666667,3.83333333333333,4.41666666666667,1.6253072271313,1.62024367345254,1.62241099849821,"29.3590818640625","1.7019164325829"
"sub-EN07AS26",75,80,3.28571428571429,4,1,19,NA,2.91666666666667,4,3.91666666666667,3.58333333333333,1.44166969221389,1.67308300910385,1.47203153409142,"36.2923084473041","1.64528841923913"
"sub-EN07LI11",63,62,2.85714285714286,3,2,25,10,3.16666666666667,3.41666666666667,3.16666666666667,3,0.3889991097859,0.566081287409583,0.421168457625228,"14.9932466836079","0.533473430925872"
"sub-EN08CH27",35,43,2.42857142857143,2,2,22,1,3.58333333333333,3.5,3.66666666666667,4,-0.986534535994709,-0.964592824310394,-0.978828181112937,"-18.1585094372926","-1.04775887562237"
"sub-EP05EN09",43,43,3.28571428571429,3,1,23,0,3.33333333333333,3.91666666666667,3.25,4.33333333333333,-0.167057111057021,-0.471150536213546,-0.195871084122163,"-12.5346673725593","-0.215504013649193"
"sub-ER03ER09",30,52,1.85714285714286,1.75,2,20,NA,3.75,3.16666666666667,3.58333333333333,3,-1.22903035092087,-0.93600111705805,-1.20108524846243,"-15.2104721358496","-1.31048657491409"
"sub-ER03LF17",30,46,2.71428571428571,2.5,2,24,1,4.33333333333333,4.41666666666667,3.83333333333333,3.91666666666667,-0.751332976735384,-0.867478179169982,-0.770399138421374,"-19.4638163132267","-0.884381945714096"
"sub-ER03US13",55,64,3.14285714285714,3,2,28,6,3.08333333333333,4.08333333333333,3.5,4.58333333333333,0.392302748066379,0.5059691814832,0.411550792290269,"10.8661489347474","0.451043845164707"
"sub-ER04AS03",33,52,2,2.5,2,30,0,3.25,3.58333333333333,3,3.75,-0.878451029890145,-0.754853021616535,-0.87715552254583,"-13.0933166459686","-0.95790542113512"
"sub-ER04CH03",48,56,2.57142857142857,3.5,1,22,9,3.91666666666667,3.5,3.75,4.16666666666667,0.0302161240836017,-0.0204611038219255,0.0142974836293829,"0.262350888510971","0.0375874426430616"
"sub-ER04EN19",34,41,3.28571428571429,2,2,25,7,4,3.91666666666667,3.58333333333333,4.83333333333333,-0.687905066812625,-0.858630744008464,-0.693694081508685,"-20.2662317500307","-0.791726183958149"
"sub-ER04ER12",41,63,3.42857142857143,3.25,2,30,18,2.66666666666667,4.16666666666667,3.25,3.91666666666667,0.303877131501707,0.222215494191669,0.286950577907844,"0.421235583304987","0.216404650098849"
"sub-ER04ER13",46,50,3.28571428571429,2.75,1,19,5,3.41666666666667,3.58333333333333,4,4.5,-0.0580394776214363,-0.183749154515175,-0.0629816024344085,"-5.43768644731257","-0.0752292350697737"
"sub-ER04IK19",20,36,2,1.25,1,21,5,4.25,4.25,3.75,4.41666666666667,-1.81369053611075,-1.74345665072756,-1.80421642638495,"-33.6523863319593","-1.97281425541342"
"sub-ER04ND09",54,61,3.71428571428571,3.5,1,28,5,3.75,4.58333333333333,3.5,3.66666666666667,0.710335416021149,0.561505531353441,0.698007467033256,"8.05137892786062","0.725079128702546"
"sub-ER04NK22",32,42,2.42857142857143,2.75,1,21,5,4.58333333333333,4.5,3.58333333333333,4.08333333333333,-0.827780746763932,-0.99681102811011,-0.855854893640443,"-20.9377471783772","-0.935993392196429"
"sub-ER04NN05",39,52,2.57142857142857,2.5,2,28,8,3.16666666666667,3.58333333333333,3.08333333333333,3.58333333333333,-0.527802077866173,-0.476334564614118,-0.523343770744019,"-8.90278746610227","-0.574971881788297"
"sub-ER04PH29",40,56,2.14285714285714,2.25,2,28,11,2.91666666666667,3.25,3.83333333333333,3.75,-0.689983099574897,-0.439556317112366,-0.664099170610049,"-5.35907886511906","-0.705895373094196"
"sub-ER04RT06",57,54,3.28571428571429,3.25,2,24,NA,4,4,4,4.25,0.38175278277643,0.270805357811071,0.379404707961704,"5.10241907564318","0.450707382370158"
"sub-ER04RT24",27,42,1.85714285714286,1.75,2,22,NA,4.08333333333333,4.58333333333333,3.91666666666667,3.41666666666667,-1.47193369568963,-1.35099408770575,-1.46190611473031,"-24.4663246531773","-1.57678148449619"
"sub-ER04ST03",29,43,2.28571428571429,1.75,1,21,3,4.41666666666667,4.66666666666667,4,4.66666666666667,-1.23790528673949,-1.1687642065064,-1.22807949016341,"-22.3466263060556","-1.34192036873327"
"sub-ER05AN13",36,55,2.85714285714286,3,2,27,NA,1.66666666666667,3.25,3.08333333333333,2.91666666666667,-0.254565776074903,-0.330535449032819,-0.273761673830135,"-8.81610592095728","-0.355188859233299"
"sub-ER05AN13X",28,56,2.57142857142857,2,2,26,4,3.16666666666667,4.66666666666667,3.41666666666667,3.58333333333333,-0.818913353487356,-0.657316064951266,-0.806457053192609,"-13.7085970804909","-0.955559882738618"
"sub-ER05AN15",61,72,3.28571428571429,4.25,1,23,17,3.66666666666667,3.25,3.41666666666667,2.91666666666667,1.10487585175555,1.08372041348197,1.09289112568748,"20.822604217551","1.17661155404153"
"sub-ER05AR27",48,61,3.14285714285714,3.5,1,26,4,2.33333333333333,3.91666666666667,3.16666666666667,3.83333333333333,0.359686463997178,0.282987074351024,0.344195715231445,"3.86084974799426","0.342145589355722"
"sub-ER05AS09",20,41,1.71428571428571,2.25,1,21,6,3,3.83333333333333,1.83333333333333,3.75,-1.5265159146717,-1.53869920326059,-1.54703108208597,"-30.0416908419459","-1.70277140153444"
"sub-ER05AS20",32,38,2.42857142857143,1.75,2,23,NA,4.66666666666667,3,4.08333333333333,4.66666666666667,-1.21464260731997,-1.23360437191832,-1.20830740401342,"-23.8389376381341","-1.29472529971753"
"sub-ER05AV01",24,28,2,1,2,19,NA,4.83333333333333,4.16666666666667,3.16666666666667,4.5,-1.96443237786548,-1.9446624312883,-1.94938734498765,"-36.6112160247364","-2.07686508642866"
"sub-ER05CH23",34,54,2.71428571428571,2.5,1,25,2,3.08333333333333,4.25,3.91666666666667,4.25,-0.526582506894818,-0.496536226299115,-0.528820002029217,"-10.9455435625012","-0.626221143931039"
"sub-ER05EJ22",31,36,1.85714285714286,2,2,22,NA,4.41666666666667,2.66666666666667,3,4,-1.42924460716634,-1.43380319636239,-1.43085077814651,"-25.974559116076","-1.50146636175088"
"sub-ER05EL09",46,47,2.57142857142857,3,2,19,NA,4.25,3.66666666666667,4,3.58333333333333,-0.331345410405957,-0.426918631657376,-0.342445725233504,"-7.59774168244294","-0.325364643192623"
"sub-ER05EL26",73,75,4,2.75,1,21,NA,3.91666666666667,4.41666666666667,3.66666666666667,4.25,1.21573852952209,1.4939881660024,1.27825357832145,"31.2920368473148","1.40761151894934"
"sub-ER05ER03",60,69,3.71428571428571,3.75,1,27,8,3,3.83333333333333,4.25,4.5,1.05125097043558,1.00613366411861,1.04894365674753,"17.9701507260337","1.1111604229514"
"sub-ER05ER07",35,49,2.71428571428571,2.75,2,21,NA,3.41666666666667,4.33333333333333,3,4.41666666666667,-0.52236040907235,-0.618175414118443,-0.539585118285457,"-13.8249736684478","-0.61734658309461"
"sub-ER05ET17",44,44,2,2.5,2,26,NA,4.08333333333333,3.83333333333333,4.58333333333333,4.25,-0.817940930741152,-0.760661446180767,-0.810086752270609,"-11.1716762386003","-0.793020528067754"
"sub-ER05IM12",59,68,3.57142857142857,3.75,1,24,NA,3.5,3.33333333333333,4.5,2.83333333333333,0.954512294965488,0.914478540979588,0.95086985385922,"16.553728547766","1.01135998421517"
"sub-ER05IM29",52,44,3.71428571428571,3,1,20,1,4.25,3.75,4.5,4.66666666666667,0.200092896754907,-0.118525008471107,0.181991230222846,"-5.54300955166044","0.21677842637725"
"sub-ER05LF22",52,50,3.28571428571429,4,1,20,6,4.16666666666667,4.41666666666667,3.25,4.25,0.446716460184009,0.0873128040745582,0.40149755573156,"-1.21916805223334","0.45156104196577"
"sub-ER05LI22",56,71,4,4.5,1,27,10,3.25,4.41666666666667,2.75,3.5,1.36501511990572,1.11839562743424,1.32624409715662,"16.6525616984365","1.35608622194091"
"sub-ER05LM21",60,74,3.57142857142857,3,1,24,13,2.91666666666667,3.08333333333333,3.25,4.08333333333333,0.850649378688198,1.06899540683161,0.886289154631611,"21.5249128106259","0.93403129344852"
"sub-ER05MA17",58,68,3.42857142857143,3.25,1,22,NA,3.66666666666667,4.58333333333333,4,4.66666666666667,0.720098058508633,0.807016625432374,0.736297181264741,"15.8370721053325","0.786699322902001"
"sub-ER05NG11",38,40,3.14285714285714,2,1,29,3,4.16666666666667,3,4,3.5,-0.689556885952868,-0.828574691045275,-0.688885248841208,"-18.2026828756005","-0.75051139107757"
"sub-ER05NS02",56,60,3,4.5,1,27,NA,4.08333333333333,4.41666666666667,4.08333333333333,3.91666666666667,0.746625498088518,0.510418906009648,0.704126652742773,"8.74241797005624","0.78223016680605"
"sub-ER05NS25",36,61,2.28571428571429,3,2,25,NA,2.66666666666667,4.5,2.25,3.66666666666667,-0.379599761920539,-0.257820735720759,-0.384659492004353,"-4.52994790616073","-0.459892658272745"
"sub-ER05RD12",23,33,2.28571428571429,2.5,1,21,0,4.08333333333333,4,4.25,4.66666666666667,-1.3034697191804,-1.58177875445518,-1.34601794046535,"-33.6649295758971","-1.47828121782823"
"sub-ER05RD23",58,61,3.57142857142857,3.5,1,24,5,4.33333333333333,3.66666666666667,3.83333333333333,4.08333333333333,0.727268719977995,0.62575821081527,0.722725428194176,"10.8317147908618","0.784462498644329"
"sub-ER05RG02",69,64,4,4.25,2,23,NA,2.16666666666667,3.25,3.75,4.58333333333333,1.40401474264181,1.17046659035612,1.3861710510478,"20.6744668890866","1.52403138489713"
"sub-ER05RI09",39,43,3.14285714285714,3.25,1,22,NA,4.08333333333333,4.25,4.08333333333333,4.41666666666667,-0.224132435186019,-0.576634029061842,-0.267561340750712,"-15.3137745675065","-0.31023061447523"
"sub-ER05RK06",35,48,2.85714285714286,2,2,21,3,4.41666666666667,3.91666666666667,3.83333333333333,4.16666666666667,-0.716200377188169,-0.694260907557385,-0.70651809679459,"-14.5636515569665","-0.796629544261369"
"sub-ER05RT01",57,67,3.42857142857143,3,2,18,13,2.75,3.5,3.33333333333333,3.58333333333333,0.604365222103652,0.723476054259878,0.627607526560339,"14.4157802798537","0.668813299698363"
"sub-ER05RT24",51,74,2.71428571428571,2.5,2,23,NA,4,3.58333333333333,3.66666666666667,4.25,0.168415266568389,0.601214302421147,0.219163528729285,"15.2220977880897","0.216602184790133"
"sub-ER05TO22",43,53,3.42857142857143,3.25,1,24,NA,3.91666666666667,3.91666666666667,3.33333333333333,4.16666666666667,0.156060643062793,-0.0710663003538182,0.129012347195758,"-5.35464588132477","0.0911249721335583"
"sub-ER05US21",78,84,4,4,1,24,NA,3.91666666666667,4.41666666666667,4.41666666666667,3.75,1.86874320393533,2.04847752785943,1.90133836581723,"41.2656439289925","2.06971594321233"
"sub-ER06AN07",68,88,3.71428571428571,3.75,1,22,NA,4.25,3.75,4.16666666666667,4.16666666666667,1.55650727940797,1.85060744935625,1.59182931501217,"37.1570571931974","1.68198775770112"
"sub-ER06AN08",29,51,2.42857142857143,2.75,1,23,6,4.58333333333333,4.41666666666667,3.41666666666667,3.08333333333333,-0.717566752688075,-0.762068095283703,-0.738402318532955,"-16.5746469128579","-0.857085337615701"
"sub-ER06AN28",39,52,2.42857142857143,3,2,25,NA,4.08333333333333,2.83333333333333,3.58333333333333,3.16666666666667,-0.43067757488936,-0.459447407127227,-0.444523919828126,"-8.8894071925228","-0.48537189750181"
"sub-ER06AS06",57,59,3.42857142857143,4,2,26,NA,3.5,2.75,3.16666666666667,2.75,0.768205605494667,0.549909880084444,0.74115049501203,"8.71552687675987","0.809522282485052"
"sub-ER06AS24",56,67,3.57142857142857,3.75,1,22,NA,3.58333333333333,4,3.08333333333333,3.75,0.878875058070491,0.807255208819624,0.869231144032304,"13.7489589275763","0.908582268183889"
"sub-ER06AT23",31,42,2.28571428571429,2.25,2,19,NA,3.75,3.58333333333333,3.08333333333333,4.08333333333333,-1.06219498322079,-1.10427294365732,-1.07042756623492,"-21.6544036208107","-1.1606540535096"
"sub-ER06AY28",66,73,4,4,1,22,11,4.33333333333333,3.33333333333333,4.33333333333333,5,1.43609839467575,1.38020781372911,1.43541962705548,"25.0290565282375","1.53142503965878"
"sub-ER06CA28",45,69,3.42857142857143,2.25,1,20,NA,4.33333333333333,4,3.41666666666667,4.08333333333333,0.178935986980403,0.424757356251598,0.215895460913907,"7.47189185141537","0.152170698483203"
"sub-ER06CH10",41,42,2.85714285714286,1.75,1,29,NA,3.41666666666667,3.66666666666667,4.33333333333333,4.66666666666667,-0.791737230216783,-0.77838896467997,-0.770717704188084,"-14.6969188515226","-0.807937128507483"
"sub-ER06CH24",50,61,3.42857142857143,3.5,1,25,NA,3.91666666666667,3.91666666666667,4.5,4.33333333333333,0.515993568743195,0.397904067631791,0.500525064021194,"5.26012012738785","0.505409312705774"
"sub-ER06CH24X",71,72,3.85714285714286,3.75,1,21,NA,3.58333333333333,3.41666666666667,3.58333333333333,4.5,1.37533360475955,1.40960439245933,1.39260098773432,"27.780088986839","1.52932847904365"
"sub-ER06ED02",53,65,3.28571428571429,4,2,30,9,3.25,3.16666666666667,2.41666666666667,2.91666666666667,0.744510677906261,0.624604436774558,0.720711010244324,"10.2286309868697","0.752292744207151"
"sub-ER06EF14",53,55,2.42857142857143,3.75,2,25,NA,3.25,3.16666666666667,4.25,3.58333333333333,0.125712018251257,0.0589388938151245,0.107886842507825,"3.03040459984916","0.17851968166608"
"sub-ER06EL06",64,77,3.57142857142857,4.25,2,22,NA,2.91666666666667,3.83333333333333,2.58333333333333,4.16666666666667,1.37312594325296,1.39396277447637,1.36934264405558,"26.5018037503386","1.45892120902094"
"sub-ER06EL17",62,62,3,2.75,1,23,NA,3.83333333333333,3.66666666666667,3.75,4.41666666666667,0.350987577585041,0.549853604155665,0.38997607869798,"14.2923828258572","0.487184800135098"
"sub-ER06EN03",57,61,3.28571428571429,4,1,30,4,3.33333333333333,3.91666666666667,4,4.41666666666667,0.746239670581802,0.585186871661779,0.723380604715196,"10.1454598747445","0.792430621255792"
"sub-ER06EN27",63,67,3.71428571428571,3,1,24,NA,3.58333333333333,4.5,3.58333333333333,4.83333333333333,0.836741811913548,0.935761988422413,0.866242983794718,"18.5990275014056","0.944889208341858"
"sub-ER06EN29",41,57,2.28571428571429,2.75,1,23,NA,3.08333333333333,4.08333333333333,3,4.5,-0.436983740020952,-0.297897775066512,-0.429617369522125,"-3.92563543411469","-0.463066134719817"
"sub-ER06ER15",46,40,2.57142857142857,2.75,1,24,0,4.16666666666667,4.5,3.75,4.33333333333333,-0.539571614127479,-0.691296726601252,-0.55001362378739,"-12.6237612288075","-0.524059082440108"
"sub-ER06ER16",37,44,3.28571428571429,3.25,2,22,1,4.16666666666667,3,4.16666666666667,3.83333333333333,-0.184445873513835,-0.558005611584147,-0.231217119195871,"-15.9853350208576","-0.295039314709086"
"sub-ER06ER20",56,65,3.57142857142857,3.5,2,24,NA,4.08333333333333,3.16666666666667,3.33333333333333,4.16666666666667,0.763574469834396,0.713860246368934,0.76120888794562,"12.3068743240662","0.800730714242411"
"sub-ER06ER24",34,43,2.85714285714286,2.5,1,28,NA,4,4.08333333333333,3.58333333333333,4.08333333333333,-0.671882679855718,-0.839582856364181,-0.690232268173343,"-18.8265594576239","-0.772646676252588"
"sub-ER06ET15",53,53,3.57142857142857,3.25,1,22,20,3.83333333333333,4.08333333333333,4,3.5,0.405370536829535,0.205472313270545,0.392365765591057,"1.60893720322833","0.426584250718836"
"sub-ER06FL20",55,52,3.85714285714286,3.25,1,22,2,4.33333333333333,4.75,3.16666666666667,4.41666666666667,0.543092518478467,0.286192680052675,0.528785985887366,"2.29142059405103","0.571679397007687"
"sub-ER06IM15",65,70,3.57142857142857,3.25,1,25,NA,3,4.08333333333333,3,3.91666666666667,0.949526084671633,1.07892178639268,0.977739275313445,"22.1462465354086","1.0738866166396"
"sub-ER06IN09",44,47,3.42857142857143,3.25,2,19,NA,4.08333333333333,3.83333333333333,3.33333333333333,4.83333333333333,0.0635672757462515,-0.251903824125199,0.0301341033462743,"-8.95937360221055","0.0103165560897117"
"sub-ER06IS22",48,50,3.14285714285714,3.25,2,26,1,2.75,4.33333333333333,3.5,3.16666666666667,0.0771197678873135,-0.118177526587401,0.0569913027037975,"-4.03231775265392","0.0707768418634329"
"sub-ER06KR20",73,67,3.28571428571429,3.25,1,21,11,3.41666666666667,4.41666666666667,4.08333333333333,3.91666666666667,0.927637323294069,1.10483726582043,0.967447812154965,"25.5565572956983","1.13814762533956"
"sub-ER06LD25",37,42,2.28571428571429,2,2,28,6,3.08333333333333,3.25,3.16666666666667,4.16666666666667,-1.02622109766689,-0.983221241788087,-1.01517240266777,"-17.4869489839415","-1.06295017538851"
"sub-ER06LF30",62,71,3.71428571428571,4.75,1,20,NA,3,4.33333333333333,3.33333333333333,3.91666666666667,1.43897732732939,1.22321822537043,1.40273096435594,"20.829755629728","1.48996126899683"
"sub-ER06LS23",56,74,3.57142857142857,4,2,26,NA,2.83333333333333,4.58333333333333,3.08333333333333,4,1.08710126179201,1.0716333037635,1.07679904258619,"18.7749784739409","1.10727670743137"
"sub-ER06NG02",54,70,4,4.5,1,24,7,2.41666666666667,3.75,3.25,4.41666666666667,1.30839525427669,1.03551453049472,1.26518191444086,"14.5437862887864","1.28151155223299"
"sub-ER06NK09",36,41,2.71428571428571,2,1,21,2,3.08333333333333,3.16666666666667,4,4.08333333333333,-0.886415048708837,-0.942411319247345,-0.882893616421231,"-18.8888072455804","-0.949035352718083"
"sub-ER06NS08",27,27,2.57142857142857,2,2,30,NA,4.16666666666667,2.91666666666667,4.16666666666667,4.58333333333333,-1.3768992945688,-1.67336046863219,-1.40439830661354,"-35.1914139595864","-1.51065166383682"
"sub-ER06NS19",24,46,2.71428571428571,2.25,2,25,NA,2.58333333333333,2.41666666666667,3.25,3.75,-0.943567546373132,-1.03853329994605,-0.962062300188129,"-23.6482922028326","-1.12511462347334"
"sub-ER06NS25",53,62,2.71428571428571,2.75,1,18,NA,2.83333333333333,3.33333333333333,3.5,4.16666666666667,0.0615588739772297,0.264540964331802,0.0896110401301214,"8.02115297268648","0.126499752521515"
"sub-ER06NS30",53,46,3,3.25,1,22,NA,3.25,3.66666666666667,4.16666666666667,4.5,0.0387299507217884,-0.166369117899679,0.0226492770021149,"-3.42313563339675","0.0856889498837725"
"sub-ER06OR21",45,52,3.14285714285714,2.75,1,21,NA,4.5,4.08333333333333,3.41666666666667,4.08333333333333,-0.0990227838002762,-0.172814398158285,-0.101328019842404,"-4.70374765986757","-0.120523942622399"
"sub-ER06RC02",70,69,4,4.5,1,19,NA,3.91666666666667,4.25,4,3.33333333333333,1.59408807143514,1.39079366752316,1.57449721972596,"24.962906668849","1.71459171634557"
"sub-ER06RC19",23,49,3.14285714285714,2.5,1,22,8,2.58333333333333,2.91666666666667,3.33333333333333,3.58333333333333,-0.651290662984809,-0.835935161957343,-0.681943000868017,"-22.1744918838196","-0.867011092739031"
"sub-ER06RD28",52,60,3.14285714285714,2.75,2,23,NA,3.16666666666667,2.91666666666667,4,4.41666666666667,0.182779799838201,0.271154260373908,0.201980697883228,"5.90250772247672","0.222245998130743"
"sub-ER06RT09",31,39,2.57142857142857,2,2,24,NA,4.58333333333333,3.33333333333333,4,4.25,-1.0778083323399,-1.16563200976677,-1.08318265624762,"-23.8059932545773","-1.17981655380896"
"sub-ER06US21",43,52,2.85714285714286,3.25,2,25,5,3.41666666666667,3.66666666666667,3.91666666666667,3.75,-0.0990692044624407,-0.237727972532219,-0.121249370432543,"-6.08599678652449","-0.140758866334297"
