"ID","Personality_PTM_Altruism","Personality_AGG_Anger","Personality_NFC_NeedForCognition","Personality_RSTPQ_BIS","Personality_BISBAS_BIS","Personality_BFI_Anxiety","Personality_PSWQ_Concerns","Personality_AVBIS","Covariate_Gender","Covariate_Age","Covariate_BDI_Depression","Covariate_BFI_Extraversion","Covariate_BFI_OpenMindedness","Covariate_BFI_Conscientiousness","Covariate_BFI_Agreeableness","Covariate_BFI_NegativeEmotionality","Personality_Z_sum","Personality_Z_AV_notweighted","Personality_Z_AV_ItemNr","Personality_Z_AV_Reliability","Personality_PCA","Personality_FactorAnalysis"
"sub-ER05AN13X",1.2,9,95,56,2.57142857142857,2,28,29.2857142857143,2,26,4,3.16666666666667,4.66666666666667,3.41666666666667,3.58333333333333,1.66666666666667,-3.27565341394942,-0.818913353487356,-0.657316064951266,-1.15066963097928,"-13.7085970804909","-0.955559882738615"
"sub-ER05AN15",3.2,15,89,72,3.28571428571429,4.25,61,37.6428571428571,1,23,17,3.66666666666667,3.25,3.41666666666667,2.91666666666667,3.58333333333333,4.41950340702219,1.10487585175555,1.08372041348197,1.02608697640692,"20.822604217551","1.17661155404153"
"sub-ER05AR27",1.8,9,72,61,3.14285714285714,3.5,48,32.0714285714286,1,26,4,2.33333333333333,3.91666666666667,3.16666666666667,3.83333333333333,2.75,1.43874585598871,0.359686463997178,0.282987074351024,0.238792102905248,"3.86084974799426","0.342145589355723"
"sub-ER05AS09",2,9,83,41,1.71428571428571,2.25,20,21.3571428571429,1,21,6,3,3.83333333333333,1.83333333333333,3.75,1.91666666666667,-6.10606365868681,-1.5265159146717,-1.53869920326059,-1.84742538716642,"-30.0416908419459","-1.70277140153444"
"sub-ER05AS20",1.2,8,70,38,2.42857142857143,1.75,32,20.2142857142857,2,23,NA,4.66666666666667,3,4.08333333333333,4.66666666666667,1.58333333333333,-4.85857042927989,-1.21464260731997,-1.23360437191832,-1.12515205367004,"-23.8389376381342","-1.29472529971754"
"sub-ER05AV01",2,8,75,28,2,1,24,15,2,19,NA,4.83333333333333,4.16666666666667,3.16666666666667,4.5,1.25,-7.85772951146191,-1.96443237786548,-1.9446624312883,-1.81065813467897,"-36.6112160247364","-2.07686508642866"
"sub-ER05CH23",2.2,11,89,54,2.71428571428571,2.5,34,28.3571428571429,1,25,2,3.08333333333333,4.25,3.91666666666667,4.25,2.16666666666667,-2.10633002757927,-0.526582506894818,-0.496536226299115,-0.74543530244721,"-10.9455435625012","-0.626221143931038"
"sub-ER05EJ22",2,12,66,36,1.85714285714286,2,31,18.9285714285714,2,22,NA,4.41666666666667,2.66666666666667,3,4,2.08333333333333,-5.71697842866535,-1.42924460716634,-1.43380319636239,-1.36604671507358,"-25.974559116076","-1.50146636175088"
"sub-ER05EL09",3.6,14,80,47,2.57142857142857,3,46,24.7857142857143,2,19,NA,4.25,3.66666666666667,4,3.58333333333333,2.75,-1.32538164162383,-0.331345410405957,-0.426918631657376,-0.209754178353642,"-7.59774168244294","-0.325364643192625"
"sub-ER05EL26",1.6,11,91,75,4,2.75,73,39.5,1,21,NA,3.91666666666667,4.41666666666667,3.66666666666667,4.25,2.66666666666667,4.86295411808835,1.21573852952209,1.4939881660024,1.58426745085691,"31.2920368473148","1.40761151894934"
"sub-ER05ER03",1.6,10,50,69,3.71428571428571,3.75,60,36.3571428571429,1,27,8,3,3.83333333333333,4.25,4.5,2.75,4.20500388174232,1.05125097043558,1.00613366411861,1.06338446926091,"17.9701507260337","1.1111604229514"
"sub-ER05ER07",1.6,9,50,49,2.71428571428571,2.75,35,25.8571428571429,2,21,NA,3.41666666666667,4.33333333333333,3,4.41666666666667,2,-2.0894416362894,-0.52236040907235,-0.618175414118443,-0.669540309894441,"-13.8249736684478","-0.61734658309461"
"sub-ER05ET17",2,9,72,44,2,2.5,44,23,2,26,NA,4.08333333333333,3.83333333333333,4.58333333333333,4.25,2.08333333333333,-3.27176372296461,-0.817940930741152,-0.760661446180767,-0.63095985083387,"-11.1716762386003","-0.793020528067755"
"sub-ER05IM12",1.2,16,71,68,3.57142857142857,3.75,59,35.7857142857143,1,24,NA,3.5,3.33333333333333,4.5,2.83333333333333,3.5,3.81804917986195,0.954512294965488,0.914478540979588,0.958051882264858,"16.553728547766","1.01135998421517"
"sub-ER05IM29",1.8,9,72,44,3.71428571428571,3,52,23.8571428571429,1,20,1,4.25,3.75,4.5,4.66666666666667,2.25,0.800371587019629,0.200092896754907,-0.118525008471107,0.518423784031012,"-5.54300955166045","0.216778426377243"
"sub-ER05LF22",1.4,13,74,50,3.28571428571429,4,52,26.6428571428571,1,20,6,4.16666666666667,4.41666666666667,3.25,4.25,3.41666666666667,1.78686584073604,0.446716460184009,0.0873128040745582,0.53451471763147,"-1.21916805223334","0.451561041965765"
"sub-ER05LI22",1.2,17,79,71,4,4.5,56,37.5,1,27,10,3.25,4.41666666666667,2.75,3.5,3.75,5.46006047962288,1.36501511990572,1.11839562743424,1.14687770762279,"16.6525616984365","1.35608622194091"
"sub-ER05LM21",2.2,14,66,74,3.57142857142857,3,60,38.7857142857143,1,24,13,2.91666666666667,3.08333333333333,3.25,4.08333333333333,3.33333333333333,3.40259751475279,0.850649378688198,1.06899540683161,0.882281565216085,"21.5249128106259","0.934031293448522"
"sub-ER05MA17",1.2,11,96,68,3.42857142857143,3.25,58,35.7142857142857,1,22,NA,3.66666666666667,4.58333333333333,4,4.66666666666667,2.58333333333333,2.88039223403453,0.720098058508633,0.807016625432374,0.765701845967671,"15.8370721053325","0.786699322902002"
"sub-ER05NG11",1.6,11,60,40,3.14285714285714,2,38,21.5714285714286,1,29,3,4.16666666666667,3,4,3.5,2.25,-2.75822754381147,-0.689556885952868,-0.828574691045275,-0.517623106359059,"-18.2026828756005","-0.750511391077575"
"sub-ER05NS02",1.2,13,90,60,3,4.5,56,31.5,1,27,NA,4.08333333333333,4.41666666666667,4.08333333333333,3.91666666666667,3.5,2.98650199235407,0.746625498088518,0.510418906009648,0.704604995912477,"8.74241797005624","0.782230166806049"
"sub-ER05NS25",1.2,8,80,61,2.28571428571429,3,36,31.6428571428571,2,25,NA,2.66666666666667,4.5,2.25,3.66666666666667,2.16666666666667,-1.51839904768216,-0.379599761920539,-0.257820735720759,-0.729219693342757,"-4.52994790616072","-0.45989265827274"
"sub-ER05RD12",1.2,9,95,33,2.28571428571429,2.5,23,17.6428571428571,1,21,0,4.08333333333333,4,4.25,4.66666666666667,1.66666666666667,-5.21387887672159,-1.3034697191804,-1.58177875445518,-1.45474074065734,"-33.6649295758971","-1.47828121782824"
"sub-ER05RD23",1.8,16,49,61,3.57142857142857,3.5,58,32.2857142857143,1,24,5,4.33333333333333,3.66666666666667,3.83333333333333,4.08333333333333,3.5,2.90907487991198,0.727268719977995,0.62575821081527,0.852330771044458,"10.8317147908618","0.784462498644327"
"sub-ER05RG02",2.6,12,70,64,4,4.25,69,34,2,23,NA,2.16666666666667,3.25,3.75,4.58333333333333,3.08333333333333,5.61605897056725,1.40401474264181,1.17046659035612,1.65115147003829,"20.6744668890866","1.52403138489712"
"sub-ER05RI09",1,11,87,43,3.14285714285714,3.25,39,23.0714285714286,1,22,NA,4.08333333333333,4.25,4.08333333333333,4.41666666666667,2.66666666666667,-0.896529740744077,-0.224132435186019,-0.576634029061842,-0.24283811631433,"-15.3137745675065","-0.310230614475235"
"sub-ER05RK06",1,13,93,48,2.85714285714286,2,35,25.4285714285714,2,21,3,4.41666666666667,3.91666666666667,3.83333333333333,4.16666666666667,1.91666666666667,-2.86480150875268,-0.716200377188169,-0.694260907557385,-0.747004243864039,"-14.5636515569665","-0.79662954426137"
"sub-ER05RT01",2.4,14,73,67,3.42857142857143,3,57,35.2142857142857,2,18,13,2.75,3.5,3.33333333333333,3.58333333333333,3.25,2.41746088841461,0.604365222103652,0.723476054259878,0.674893794081086,"14.4157802798537","0.668813299698364"
"sub-ER05RT24",1.6,13,52,74,2.71428571428571,2.5,51,38.3571428571429,2,23,NA,4,3.58333333333333,3.66666666666667,4.25,2.58333333333333,0.673661066273557,0.168415266568389,0.601214302421147,0.0449829561757686,"15.2220977880897","0.21660218479014"
"sub-ER05TO22",1.2,13,78,53,3.42857142857143,3.25,43,28.2142857142857,1,24,NA,3.91666666666667,3.91666666666667,3.33333333333333,4.16666666666667,2.66666666666667,0.624242572251174,0.156060643062793,-0.0710663003538182,0.0748532615946667,"-5.35464588132478","0.0911249721335554"
"sub-ER05US21",1,15,55,84,4,4,78,44,1,24,NA,3.91666666666667,4.41666666666667,4.41666666666667,3.75,3.58333333333333,7.47497281574133,1.86874320393533,2.04847752785943,2.04824974984571,"41.2656439289925","2.06971594321233"
"sub-ER06AN07",1.4,15,67,88,3.71428571428571,3.75,68,45.8571428571429,1,22,NA,4.25,3.75,4.16666666666667,4.16666666666667,3.33333333333333,6.22602911763187,1.55650727940797,1.85060744935625,1.45917765637184,"37.1570571931974","1.68198775770112"
"sub-ER06AN08",2,19,104,51,2.42857142857143,2.75,29,26.7142857142857,1,23,6,4.58333333333333,4.41666666666667,3.41666666666667,3.08333333333333,2.91666666666667,-2.8702670107523,-0.717566752688075,-0.762068095283703,-1.04454769394093,"-16.5746469128579","-0.8570853376157"
"sub-ER06AN28",3.2,22,92,52,2.42857142857143,3,39,27.2142857142857,2,25,NA,4.08333333333333,2.83333333333333,3.58333333333333,3.16666666666667,2.5,-1.72271029955744,-0.43067757488936,-0.459447407127227,-0.561600080431267,"-8.8894071925228","-0.485371897501809"
"sub-ER06AS06",1.8,16,90,59,3.42857142857143,4,57,31.2142857142857,2,26,NA,3.5,2.75,3.16666666666667,2.75,3.33333333333333,3.07282242197867,0.768205605494667,0.549909880084444,0.834015633349536,"8.71552687675987","0.80952228248505"
"sub-ER06AS24",2,9,87,67,3.57142857142857,3.75,56,35.2857142857143,1,22,NA,3.58333333333333,4,3.08333333333333,3.75,3.25,3.51550023228197,0.878875058070491,0.807255208819624,0.824853185168196,"13.7489589275763","0.908582268183889"
"sub-ER06AT23",2.2,10,79,42,2.28571428571429,2.25,31,22.1428571428571,2,19,NA,3.75,3.58333333333333,3.08333333333333,4.08333333333333,2,-4.24877993288315,-1.06219498322079,-1.10427294365732,-1.12855413203115,"-21.6544036208107","-1.1606540535096"
"sub-ER06AY28",1.4,15,38,73,4,4,66,38.5,1,22,11,4.33333333333333,3.33333333333333,4.33333333333333,5,3,5.74439357870299,1.43609839467575,1.38020781372911,1.49805639223627,"25.0290565282375","1.53142503965878"
"sub-ER06CA28",1.4,8,91,69,3.42857142857143,2.25,45,36.2142857142857,1,20,NA,4.33333333333333,4,3.41666666666667,4.08333333333333,2,0.715743947921614,0.178935986980403,0.424757356251598,0.0227576262430988,"7.47189185141537","0.152170698483207"
"sub-ER06CH10",1.8,9,64,42,2.85714285714286,1.75,41,22.4285714285714,1,29,NA,3.41666666666667,3.66666666666667,4.33333333333333,4.66666666666667,1.58333333333333,-3.16694892086713,-0.791737230216783,-0.77838896467997,-0.545242408377521,"-14.6969188515226","-0.807937128507486"
"sub-ER06CH24",1.4,10,63,61,3.42857142857143,3.5,50,32.2142857142857,1,25,NA,3.91666666666667,3.91666666666667,4.5,4.33333333333333,2.75,2.06397427497278,0.515993568743195,0.397904067631791,0.444486257119422,"5.26012012738785","0.505409312705773"
"sub-ER06CH24X",2.2,12,70,72,3.85714285714286,3.75,71,37.9285714285714,1,21,NA,3.58333333333333,3.41666666666667,3.58333333333333,4.5,3.08333333333333,5.50133441903821,1.37533360475955,1.40960439245933,1.60939870006055,"27.780088986839","1.52932847904365"
"sub-ER06ED02",2.8,14,42,65,3.28571428571429,4,53,34.1428571428571,2,30,9,3.25,3.16666666666667,2.41666666666667,2.91666666666667,3.25,2.97804271162504,0.744510677906261,0.624604436774558,0.615368428368574,"10.2286309868697","0.752292744207152"
"sub-ER06EF14",1.2,16,76,55,2.42857142857143,3.75,53,28.7142857142857,2,25,NA,3.25,3.16666666666667,4.25,3.58333333333333,2.91666666666667,0.50284807300503,0.125712018251257,0.0589388938151245,0.190105761656695,"3.03040459984916","0.17851968166608"
"sub-ER06EL06",1.8,15,64,77,3.57142857142857,4.25,64,40.2857142857143,2,22,NA,2.91666666666667,3.83333333333333,2.58333333333333,4.16666666666667,3.58333333333333,5.49250377301184,1.37312594325296,1.39396277447637,1.28777974246851,"26.5018037503387","1.45892120902095"
"sub-ER06EL17",1.2,12,63,62,3,2.75,62,32.5,1,23,NA,3.83333333333333,3.66666666666667,3.75,4.41666666666667,2.5,1.40395031034016,0.350987577585041,0.549853604155665,0.657742032940442,"14.2923828258572","0.487184800135098"
"sub-ER06EN03",1,12,79,61,3.28571428571429,4,57,32.1428571428571,1,30,4,3.33333333333333,3.91666666666667,4,4.41666666666667,3,2.98495868232721,0.746239670581802,0.585186871661779,0.779710638422954,"10.1454598747445","0.792430621255791"
"sub-ER06EN27",1.8,12,91,67,3.71428571428571,3,63,35.3571428571429,1,24,NA,3.58333333333333,4.5,3.58333333333333,4.83333333333333,2.75,3.34696724765419,0.836741811913548,0.935761988422413,1.05487219790551,"18.5990275014056","0.944889208341857"
"sub-ER06EN29",1.4,12,79,57,2.28571428571429,2.75,41,29.6428571428571,1,23,NA,3.08333333333333,4.08333333333333,3,4.5,2.16666666666667,-1.74793496008381,-0.436983740020952,-0.297897775066512,-0.566057900480864,"-3.92563543411469","-0.463066134719815"
"sub-ER06ER15",1.8,9,93,40,2.57142857142857,2.75,46,21.2857142857143,1,24,0,4.16666666666667,4.5,3.75,4.33333333333333,2.08333333333333,-2.15828645650992,-0.539571614127479,-0.691296726601252,-0.271904227171479,"-12.6237612288075","-0.524059082440112"
"sub-ER06ER16",2.4,11,71,44,3.28571428571429,3.25,37,23.6428571428571,2,22,1,4.16666666666667,3,4.16666666666667,3.83333333333333,2.25,-0.737783494055339,-0.184445873513835,-0.558005611584147,-0.268218716525964,"-15.9853350208576","-0.295039314709091"
"sub-ER06ER20",1.4,16,85,65,3.57142857142857,3.5,56,34.2857142857143,2,24,NA,4.08333333333333,3.16666666666667,3.33333333333333,4.16666666666667,3.41666666666667,3.05429787933758,0.763574469834396,0.713860246368934,0.775130685795206,"12.3068743240662","0.800730714242411"
"sub-ER06ER24",1,11,94,43,2.85714285714286,2.5,34,22.9285714285714,1,28,NA,4,4.08333333333333,3.58333333333333,4.08333333333333,2.66666666666667,-2.68753071942287,-0.671882679855718,-0.839582856364181,-0.713499896521347,"-18.8265594576239","-0.772646676252591"
"sub-ER06ET15",1.2,15,72,53,3.57142857142857,3.25,53,28.2857142857143,1,22,20,3.83333333333333,4.08333333333333,4,3.5,3.58333333333333,1.62148214731814,0.405370536829535,0.205472313270545,0.569839900324831,"1.60893720322833","0.426584250718832"
"sub-ER06FL20",1.6,13,100,52,3.85714285714286,3.25,55,27.9285714285714,1,22,2,4.33333333333333,4.75,3.16666666666667,4.41666666666667,2.75,2.17237007391387,0.543092518478467,0.286192680052675,0.773048544650036,"2.29142059405102","0.571679397007681"
"sub-ER06IM15",2,11,68,70,3.57142857142857,3.25,65,36.7857142857143,1,25,NA,3,4.08333333333333,3,3.91666666666667,2.58333333333333,3.79810433868653,0.949526084671633,1.07892178639268,1.13494631726808,"22.1462465354086","1.0738866166396"
"sub-ER06IN09",1.4,11,84,47,3.42857142857143,3.25,44,25.2142857142857,2,19,NA,4.08333333333333,3.83333333333333,3.33333333333333,4.83333333333333,2.25,0.254269102985006,0.0635672757462515,-0.251903824125199,0.103511264663415,"-8.95937360221056","0.0103165560897068"
"sub-ER06IS22",1.2,12,97,50,3.14285714285714,3.25,48,26.5714285714286,2,26,1,2.75,4.33333333333333,3.5,3.16666666666667,2.75,0.308479071549254,0.0771197678873135,-0.118177526587401,0.166700014531534,"-4.03231775265392","0.0707768418634296"
"sub-ER06KR20",2.8,15,83,67,3.28571428571429,3.25,73,35.1428571428571,1,21,11,3.41666666666667,4.41666666666667,4.08333333333333,3.91666666666667,3.08333333333333,3.71054929317628,0.927637323294069,1.10483726582043,1.35750625741264,"25.5565572956983","1.13814762533956"
"sub-ER06LD25",1,9,89,42,2.28571428571429,2,37,22.1428571428571,2,28,6,3.08333333333333,3.25,3.16666666666667,4.16666666666667,1.58333333333333,-4.10488439066756,-1.02622109766689,-0.983221241788087,-0.911879237210815,"-17.4869489839415","-1.06295017538851"
"sub-ER06LF30",1.4,18,75,71,3.71428571428571,4.75,62,37.3571428571429,1,20,NA,3,4.33333333333333,3.33333333333333,3.91666666666667,4.08333333333333,5.75590930931756,1.43897732732939,1.22321822537043,1.33450353222419,"20.829755629728","1.48996126899683"
"sub-ER06LS23",1.8,14,92,74,3.57142857142857,4,56,38.7857142857143,2,26,NA,2.83333333333333,4.58333333333333,3.08333333333333,4,3.58333333333333,4.34840504716805,1.08710126179201,1.0716333037635,0.887003233986033,"18.7749784739409","1.10727670743138"
"sub-ER06NG02",1.4,11,76,70,4,4.5,54,37,1,24,7,2.41666666666667,3.75,3.25,4.41666666666667,3.83333333333333,5.23358101710677,1.30839525427669,1.03551453049472,1.0572500729287,"14.5437862887864","1.28151155223299"
"sub-ER06NK09",1.8,12,63,41,2.71428571428571,2,36,21.8571428571429,1,21,2,3.08333333333333,3.16666666666667,4,4.08333333333333,2.08333333333333,-3.54566019483535,-0.886415048708837,-0.942411319247345,-0.780107765388785,"-18.8888072455804","-0.949035352718086"
"sub-ER06NS08",1.6,9,65,27,2.57142857142857,2,27,14.7857142857143,2,30,NA,4.16666666666667,2.91666666666667,4.16666666666667,4.58333333333333,1.91666666666667,-5.50759717827521,-1.3768992945688,-1.67336046863219,-1.26632048016196,"-35.1914139595864","-1.51065166383682"
"sub-ER06NS19",1.6,10,68,46,2.71428571428571,2.25,24,24.3571428571429,2,25,NA,2.58333333333333,2.41666666666667,3.25,3.75,1.91666666666667,-3.77427018549253,-0.943567546373132,-1.03853329994605,-1.24578148517966,"-23.6482922028326","-1.12511462347334"
"sub-ER06NS25",1.4,10,60,62,2.71428571428571,2.75,53,32.3571428571429,1,18,NA,2.83333333333333,3.33333333333333,3.5,4.16666666666667,2.66666666666667,0.246235495908919,0.0615588739772297,0.264540964331802,0.147050441908317,"8.02115297268648","0.126499752521518"
"sub-ER06NS30",1,7,84,46,3,3.25,53,24.5,1,22,NA,3.25,3.66666666666667,4.16666666666667,4.5,2.16666666666667,0.154919802887153,0.0387299507217884,-0.166369117899679,0.315337272283957,"-3.42313563339676","0.0856889498837678"
"sub-ER06OR21",1.8,16,75,52,3.14285714285714,2.75,45,27.5714285714286,1,21,NA,4.5,4.08333333333333,3.41666666666667,4.08333333333333,2.75,-0.396091135201105,-0.0990227838002762,-0.172814398158285,-0.048545112088323,"-4.70374765986758","-0.120523942622401"
"sub-ER06RC02",2.6,23,79,69,4,4.5,70,36.5,1,19,NA,3.91666666666667,4.25,4,3.33333333333333,4,6.37635228574054,1.59408807143514,1.39079366752316,1.75190156148076,"24.962906668849","1.71459171634557"
"sub-ER06RC19",2,11,72,49,3.14285714285714,2.5,23,26.0714285714286,1,22,8,2.58333333333333,2.91666666666667,3.33333333333333,3.58333333333333,2.33333333333333,-2.60516265193924,-0.651290662984809,-0.835935161957343,-1.0593164942067,"-22.1744918838196","-0.867011092739032"
"sub-ER06RD28",1.6,12,91,60,3.14285714285714,2.75,52,31.5714285714286,2,23,NA,3.16666666666667,2.91666666666667,4,4.41666666666667,2.25,0.731119199352804,0.182779799838201,0.271154260373908,0.276336403841381,"5.90250772247672","0.222245998130743"
"sub-ER06RT09",1.6,11,88,39,2.57142857142857,2,31,20.7857142857143,2,24,NA,4.58333333333333,3.33333333333333,4,4.25,1.91666666666667,-4.31123332935959,-1.0778083323399,-1.16563200976677,-1.06221011188407,"-23.8059932545773","-1.17981655380896"
"sub-ER06US21",1.2,11,69,52,2.85714285714286,3.25,43,27.4285714285714,2,25,5,3.41666666666667,3.66666666666667,3.91666666666667,3.75,2.75,-0.396276817849763,-0.0990692044624407,-0.237727972532219,-0.164736307112391,"-6.08599678652449","-0.140758866334299"
"sub-ER06US21X",1,11,81,38,2.42857142857143,1.75,38,20.2142857142857,2,24,NA,4.08333333333333,4.66666666666667,4.58333333333333,3.58333333333333,1.5,-4.40215351889659,-1.10053837972415,-1.08755096059567,-0.863725679254658,"-19.6629723748966","-1.12550702177737"
"sub-ER06US24",2.4,8,80,49,3.14285714285714,2.75,33,26.0714285714286,1,20,8,3.58333333333333,4.25,4.5,4.5,1.83333333333333,-1.53194643313272,-0.382986608283179,-0.567511100299504,-0.578854390586002,"-15.2060391520553","-0.513466229686343"
"sub-ER06WE18",1.2,12,77,56,3.71428571428571,3,55,29.8571428571429,1,22,NA,3.41666666666667,3,3.83333333333333,4.33333333333333,2.83333333333333,1.92066595087138,0.480166487717844,0.364861215173865,0.678963089906337,"5.14641694280906","0.519410490081747"
"sub-ER06WE24",1,11,99,61,3,2.75,43,32,2,26,NA,3.08333333333333,3.75,4.25,3.75,2.33333333333333,-0.115710398261939,-0.0289275995654847,0.0531545084686245,-0.172593662597249,"0.351705837034096","-0.0668416570699705"
"sub-ER06WE26",1,10,84,38,1.71428571428571,2.75,33,19.8571428571429,2,26,NA,3.08333333333333,3.16666666666667,3.66666666666667,4.16666666666667,2.41666666666667,-4.71513909368597,-1.17878477342149,-1.27483660598392,-1.19895514640989,"-23.1271058179072","-1.24760873087619"
"sub-ER07AN28",1.8,10,78,61,2.57142857142857,3,46,31.7857142857143,2,26,NA,3.41666666666667,4.41666666666667,2.91666666666667,3.25,2.75,-0.284614748187045,-0.0711536870467612,0.0518341393235441,-0.174957039908072,"2.43727615754959","-0.0710045643358018"
"sub-ER07AN30",1,10,99,30,2.42857142857143,2.25,38,16.2142857142857,2,21,2,4.41666666666667,4.08333333333333,4.5,4.66666666666667,1.5,-4.37183472166793,-1.09295868041698,-1.31112055367793,-0.79410679917631,"-25.3802470307271","-1.12782683862883"
"sub-ER07AS07",1,15,72,37,2,1.75,38,19.5,2,23,4,4.25,4.33333333333333,3.16666666666667,4.08333333333333,1.66666666666667,-5.18612818456939,-1.29653204614235,-1.22109637135413,-1.04403923325719,"-20.3906823009391","-1.30396204489356"
"sub-ER07AS24",1.2,22,87,57,3.57142857142857,4.5,66,30.2857142857143,1,21,NA,3.5,3.08333333333333,3.25,3.83333333333333,3.66666666666667,4.47035426354046,1.11758856588512,0.783716424397923,1.3699631490893,"13.5665630263683","1.22347016026271"
"sub-ER07DO18",2.6,12,70,59,3.42857142857143,3.5,56,31.2142857142857,1,20,9,3.66666666666667,3.75,3.83333333333333,3.91666666666667,3.08333333333333,2.37171020057939,0.592927550144848,0.475564225957171,0.70094161175687,"8.0025114134836","0.638290436523539"
"sub-ER07ED13",1.2,9,84,43,2.71428571428571,2.5,23,22.8571428571429,2,23,0,3.33333333333333,3.58333333333333,4.5,4.41666666666667,2,-3.76083977955374,-0.940209944888434,-1.14046370520899,-1.25205759765408,"-26.4861367527166","-1.13630900116123"
"sub-ER07EF15",1.8,9,86,42,3.14285714285714,2.25,40,22.5714285714286,1,24,4,3.91666666666667,3.66666666666667,3.83333333333333,4.75,1.83333333333333,-2.14488622073933,-0.536221555184832,-0.6864952581537,-0.38075848218094,"-15.3686098510112","-0.586253744489374"
"sub-ER07EL10",1,10,82,63,3.57142857142857,3.5,67,33.2857142857143,1,24,NA,3.66666666666667,3.66666666666667,2.83333333333333,4.75,2.91666666666667,3.7423812302636,0.935595307565901,0.913231580796525,1.24944135244547,"18.5292366628599","1.07462706967698"
"sub-ER07EN04",2.2,15,63,89,3.57142857142857,4.25,63,46.2857142857143,2,22,28,2.75,3.75,3.58333333333333,4,3.33333333333333,6.30852019660805,1.57713004915201,1.77998005723957,1.27403479873357,"34.4072534026498","1.64874108743201"
"sub-ER07ER23",1.6,9,93,53,2.85714285714286,1.5,35,27.9285714285714,2,23,18,3.5,4.08333333333333,3,5,1.83333333333333,-3.11814178314636,-0.779535445786591,-0.573281193971031,-0.824079653609295,"-10.9967378668487","-0.848815458593511"
"sub-ER07ER24",1,8,75,47,3.14285714285714,3.75,54,25.0714285714286,1,20,0,3.25,3.33333333333333,4.58333333333333,4.41666666666667,3,1.16691724110292,0.291729310275729,-0.0247105758538271,0.510172818470114,"-1.98969220239239","0.328518188258142"
"sub-ER07ER30",1,8,88,51,2.85714285714286,3.25,35,26.9285714285714,2,24,NA,4.16666666666667,4.25,3.41666666666667,4.91666666666667,2.66666666666667,-1.07917319074916,-0.26979329768729,-0.466662480794394,-0.515790316221875,"-12.3707374594121","-0.384551813982392"
"sub-ER07IM06",1.4,14,73,73,3.57142857142857,4,63,38.2857142857143,1,24,12,3.16666666666667,3.66666666666667,3.5,3.83333333333333,3.41666666666667,4.80655095022689,1.20163773755672,1.20783232380796,1.18951516091501,"22.9301509591471","1.2865294546337"
"sub-ER07LF01",1.2,9,66,56,3.42857142857143,3.75,42,29.7142857142857,1,27,9,3.5,4,3.66666666666667,4.25,3.16666666666667,1.39623730068771,0.349059325171928,0.0571847628284827,0.128241688049113,"-3.88325787341501","0.260456456631948"
"sub-ER07ND08",1.6,10,68,76,3.28571428571429,3.25,68,39.6428571428571,2,23,16,3.08333333333333,3,4.33333333333333,4.25,3.08333333333333,3.99926629935194,0.999816574837985,1.29089572820595,1.16202053440055,"28.5276691401384","1.16064958727357"
"sub-ER07ND12",1.4,11,76,46,2.28571428571429,2,27,24.1428571428571,2,23,1,2.66666666666667,3.33333333333333,4,3.83333333333333,1.66666666666667,-4.56821727175301,-1.14205431793825,-1.08985708799796,-1.33764782168058,"-21.5797431350538","-1.27230633037732"
"sub-ER07NE14",1.6,12,74,58,3.14285714285714,2.5,45,30.5714285714286,1,20,NA,4.25,3.91666666666667,3.91666666666667,4.58333333333333,2.25,-0.262569549038753,-0.0656423872596882,0.00736365138012196,-0.0783835323495585,"-0.411536354810543","-0.0830268800742652"
"sub-ER07NO23",2,10,84,44,2.28571428571429,2.25,34,23.1428571428571,2,23,0,3.83333333333333,3.91666666666667,3.5,3.75,1.83333333333333,-3.87189049291482,-0.967972623228705,-0.962852984998723,-0.992869925045518,"-18.1328470120501","-1.03970776041712"
"sub-ER07NS10",2.4,12,71,33,1.85714285714286,2.5,23,17.4285714285714,2,28,0,3.16666666666667,3.75,3.66666666666667,3.41666666666667,2.33333333333333,-5.92351305000604,-1.48087826250151,-1.681127538715,-1.6325687847709,"-33.6758525133687","-1.63856766388323"
"sub-ER07NS11",1,15,44,68,2.85714285714286,3.25,43,35.4285714285714,2,28,9,1.66666666666667,2.5,2.83333333333333,3.91666666666667,2.83333333333333,0.793171060363704,0.198292765090926,0.309418051445976,-0.124968148888882,"5.38259503060983","0.149938366644928"
"sub-ER07NZ17",1.6,13,66,67,3.28571428571429,3.25,53,35.1428571428571,1,24,NA,3.25,3.58333333333333,3.75,3.66666666666667,2.91666666666667,2.18915959189863,0.547289897974659,0.617992561411585,0.486085009361359,"11.6366730849065","0.574086698872331"
"sub-ER07PH12",1.6,10,95,80,3.28571428571429,3.5,45,41.6428571428571,1,22,6,2.75,3.83333333333333,4.5,3.16666666666667,2.91666666666667,2.85955148060372,0.714887870150929,0.892812533583746,0.214579618292497,"15.3954608783797","0.656168229900136"
"sub-ER07RC18",1.4,8,73,38,2.42857142857143,2,24,20.2142857142857,2,22,0,3.33333333333333,3.58333333333333,3.41666666666667,3.75,1.58333333333333,-5.15460494162325,-1.28865123540581,-1.40334054422844,-1.42896907329551,"-29.3983806960825","-1.44883527048535"
"sub-ER07RE13",1,7,104,29,1.57142857142857,1.25,26,15.2857142857143,2,22,1,3,3,4.16666666666667,3.25,1.5,-8.02836285406255,-2.00709071351564,-1.93612840915519,-1.85410706450339,"-34.5048529261897","-2.09106246295665"
